code,description,abc_class,description1,description2,description3,apn,group_code,brand,condition_code,default_conversion_factor,issue_ctrl,stk_licences_rebate_flag,pack_weight,title,stock_status,sales_type,user_only_alpha20_1,user_only_alpha20_2,user_only_alpha4_1,user_only_alpha4_2,user_only_alpha4_3,user_only_alpha4_4,user_only_date1,user_only_date2,user_only_num1,user_only_num2,user_only_num3,user_only_num4,pronto_user_group,pronto_user_group_1,saleability,visibility,uom,pack_size,updated_at,created_at,prices,notes,alternative_products,companion_products,inventory_quantities,uoms,categories
SWA-SUNN76,Solar Filter 76mm for Newtonian,,Solar Filter 76mm for,Newtonian,,9334046006780,SKY,SKYWATCHER,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,15:47 23-Jan-2015,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '16.753', 'ex_tax': '15.23', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '16.753', 'ex_tax': '15.23'}}","{'type': '**', 'note': 'skywatcher SWSUN-76'}",,,"{'warehouse': '1', 'quantity': '26.0'}{'warehouse': '1A', 'quantity': '0.0'}{'warehouse': 'DO', 'quantity': '0.0'}{'warehouse': '1EC', 'quantity': '0.0'}","{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '99999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|SKY|SKY|solar|SKYWATCHER
SWA-Z721,"Zoom 7-21mm 1.25"" Eyepiece",,"Zoom 7-21mm 1.25"" Eyepiece",,,9334046006995,SKY,SKYWATCHER,T,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,12:49 13-Jun-2024,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '149.446', 'ex_tax': '135.86', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '149.446', 'ex_tax': '135.86'}}","{'type': '**', 'note': 'degree inch skywatcher'}",,,"{'warehouse': '1', 'quantity': '24.0'}{'warehouse': '1A', 'quantity': '0.0'}{'warehouse': 'DO', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",200_0|SKY|SKY|end-of-line-clearance|SKYWATCHER
SWA-DBARWIDE,"Black Dovetail Bar for Quattro 300, D-Style",,Black Dovetail Bar for Quattro,"300, D-Style",,9334046007671,SKY,SKYWATCHER,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,15:45 23-Jan-2015,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '71.654', 'ex_tax': '65.14', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '71.654', 'ex_tax': '65.14'}}","{'type': '**', 'note': 'style losmandy cge skywatcher BKP300 SWDOVETAIL-WIDE'}",,,"{'warehouse': '1', 'quantity': '20.0'}{'warehouse': '1A', 'quantity': '0.0'}{'warehouse': '1BB', 'quantity': '0.0'}{'warehouse': '1SER', 'quantity': '0.0'}","{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '10.1', 'height': '0.44', 'width': '0.22', 'depth': '0.22'}{'code': 'PLT', 'conv': '99999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|dove-adapt|SKY|SKY|SKYWATCHER
SWA-GUIDEMOUNT,Guidescope Mount,,Guidescope Mount,,,9334046007312,SKY,SKYWATCHER,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,15:45 23-Jan-2015,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '265.276', 'ex_tax': '241.16', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '265.276', 'ex_tax': '241.16'}}","{'type': '**', 'note': 'skywatcher'}",,,"{'warehouse': '1', 'quantity': '13.0'}{'warehouse': '1A', 'quantity': '0.0'}{'warehouse': 'DO', 'quantity': '0.0'}{'warehouse': '4', 'quantity': '1.0'}{'warehouse': '1BB', 'quantity': '0.0'}{'warehouse': '1SER', 'quantity': '0.0'}","{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '6.7', 'height': '0.43', 'width': '0.43', 'depth': '0.19'}{'code': 'PLT', 'conv': '99999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",300_0|guiding|SKY|SKY|SKYWATCHER
SWA-SUNM127,Solar Filter 127mm for Maksutov-Cassegrain,,Solar Filter 127mm for,Maksutov-Cassegrain,,9334046007800,SKY,SKYWATCHER,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,15:47 23-Jan-2015,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '33.572', 'ex_tax': '30.52', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '33.572', 'ex_tax': '30.52'}}","{'type': '**', 'note': 'skywatcher SWSUN-M127'}",,,"{'warehouse': '1', 'quantity': '11.0'}{'warehouse': '1A', 'quantity': '0.0'}{'warehouse': 'DO', 'quantity': '0.0'}{'warehouse': '1EC', 'quantity': '0.0'}","{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '99999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|SKY|SKY|solar|SKYWATCHER
SW804PRESTO,80/400 Presto AZ Refractor Telescope,,80/400 Presto AZ Refractor,Telescope,,,SKY,SKYWATCHER,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,11:25 22-Sep-2023,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '277.893', 'ex_tax': '252.63', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '277.893', 'ex_tax': '252.63'}}","{'type': '**', 'note': '80AZ alt-azsw80'}",,,"{'warehouse': '1', 'quantity': '10.0'}{'warehouse': '1A', 'quantity': '0.0'}{'warehouse': 'DO', 'quantity': '0.0'}{'warehouse': '4', 'quantity': '0.0'}{'warehouse': 'EV', 'quantity': '0.0'}{'warehouse': 'AB', 'quantity': '0.0'}","{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '10.0', 'height': '25.0', 'width': '44.0', 'depth': '95.0'}{'code': 'PLT', 'conv': '99999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",300_0|SKY|SKY|SKYWATCHER
SWA-POLAR-EQ5,Polar Scope for AZ-EQ6 EQ6-R,,Polar Scope for AZ-EQ6 EQ6-R,,,,SKY,SKYWATCHER,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,09:19 10-Jun-2022,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '54.835', 'ex_tax': '49.85', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '54.835', 'ex_tax': '49.85'}}","{'type': '**', 'note': 'azeq6 eq6r skywatcher'}",,,"{'warehouse': '1', 'quantity': '3.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|Polar-and-Finderscopes|SKY|SKY|SKYWATCHER
X5A,"3M PELTOR X5A PASSIVE HEADBAND EARMUFFS 35dB, Black CLASS 5",,3M PELTOR X5A PASSIVE HEADBAND,"EARMUFFS 35dB, Black",CLASS 5,093045937578,3M,3M,O,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,07:40 08-Mar-2022,"{'debtor': '210326', 'breaks': [{'price_rule': '20', 'currency_code': '', 'inc_tax': '37.1301', 'ex_tax': '33.7546', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '37.1301', 'ex_tax': '33.7546'}}",,,,"{'warehouse': '1', 'quantity': '5.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|3M|3M|end-of-line-clearance|3M
UU009554476,3M PELTOR COMTAC VI NIB HEADSET,,3M PELTOR COMTAC VI,NIB HEADSET,,,3M,3M,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,15:23 06-Feb-2024,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '1680.481', 'ex_tax': '1527.71', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '1680.481', 'ex_tax': '1527.71'}}",,,,"{'warehouse': '1', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",5000_0|3M|3M|3M
XH001678545,3M PELTOR VARNAMO SPECIAL BUILD 3PPN (PTT FOR APX8000 POLICE RADIO),,3M PELTOR VARNAMO SPECIAL,BUILD 3PPN (PTT FOR APX8000,POLICE RADIO),,3M,3M,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,15:26 06-Feb-2024,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '572.077', 'ex_tax': '520.07', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '572.077', 'ex_tax': '520.07'}}",,,,"{'warehouse': '1', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",1000_0|3M|3M|3M
ACP-SL1570BCAP,EYEPIECES CAP FOR ACUTER SKY L,,EYEPIECES CAP FOR ACUTER SKY L,,,,ACUT,ACUTER,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,15:56 07-Feb-2017,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '6.0', 'ex_tax': '5.4545', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '6.0', 'ex_tax': '5.4545'}}",,,,"{'warehouse': '1', 'quantity': '5.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|ACUT|ACUT|acuter-telescopes|ACUTER
ACDM60B,Maksy Basic 60 Educational Telescope with Tabletop Tripod,,Maksy Basic 60 Educational,Telescope with Tabletop Tripod,,,ACUT,ACUTER,,1,,,0.0,,S,N,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,16:09 25-Sep-2024,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '101.2', 'ex_tax': '92.0', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '101.2', 'ex_tax': '92.0'}}",,,,"{'warehouse': '1', 'quantity': '0.0'}{'warehouse': '4', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|ACUT|ACUT|ACUTER
HY68SV,3M PELTOR HYGIENE KIT FOR COMTAC MODELS,,3M PELTOR HYGIENE KIT FOR,COMTAC MODELS,,7318640041172,3M,3M,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,15:30 26-Oct-2021,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '20.35', 'ex_tax': '18.5', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '20.35', 'ex_tax': '18.5'}}",,,,"{'warehouse': '1', 'quantity': '10.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",earmuffs|100_0|3M|3M|sm|3M
ACVTMT8A,Acuter Traverse Mount w/ T8 Tripod & Chrono Timelapse Assembly,,Acuter Traverse Mount,w/ T8 Tripod & Chrono,Timelapse Assembly,,ACUT,ACUTER,,1,,,0.0,,S,N,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,09:31 06-Dec-2023,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '485.749', 'ex_tax': '441.59', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '485.749', 'ex_tax': '441.59'}}",,,,"{'warehouse': '1', 'quantity': '0.0'}{'warehouse': '4', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",500_0|ACUT|ACUT|ACUTER
ACES804,Solarus 80 Solar Refractor OTA,,Solarus 80 Solar Refractor OTA,,,,ACUT,ACUTER,,1,,,0.0,,S,N,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,11:31 23-Sep-2024,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '270.996', 'ex_tax': '246.36', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '270.996', 'ex_tax': '246.36'}}",,,,"{'warehouse': '1', 'quantity': '0.0'}{'warehouse': '4', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",300_0|ACUT|ACUT|ACUTER
ACDN50,Newtony 50mm Educational Newtonian Telescope,,Newtony 50mm Educational,Newtonian Telescope,,6973123280021,ACUT,ACUTER,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,11:40 10-Sep-2019,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '57.97', 'ex_tax': '52.7', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '57.97', 'ex_tax': '52.7'}}","{'type': '**', 'note': 'reflector'}",,,"{'warehouse': '1', 'quantity': '0.0'}{'warehouse': '4', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|ACUT|ACUT|acuter-telescopes|ACUTER
ACDM60,Maksy 60mm Educational Maksutov-Cassegrain Telescope with Tabletop Tripod,,Maksy 60mm Educational,Maksutov-Cassegrain Telescope,with Tabletop Tripod,9334046004120,ACUT,ACUTER,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,10:56 10-Oct-2019,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '101.2', 'ex_tax': '92.0', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '101.2', 'ex_tax': '92.0'}}","{'type': '**', 'note': 'catadioptric'}",,,"{'warehouse': '1', 'quantity': '-32.0'}{'warehouse': '4', 'quantity': '1.0'}{'warehouse': 'AB', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|ACUT|ACUT|acuter-telescopes|ACUTER
HY79,3M PELTOR HYGIENE KIT FOR TACTICAL MODELS,,3M PELTOR HYGIENE KIT FOR,TACTICAL MODELS,,,3M,3M,,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,08:22 25-Mar-2020,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '27.4379', 'ex_tax': '24.9435', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '27.4379', 'ex_tax': '24.9435'}}",,,,"{'warehouse': '1', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",earmuffs|100_0|3M|3M|3M|sm|3M
557-832-411,SAFARILAND HOLSTER SUITS GLOCK 22 W/INSIGHT TECH M3 LIGHT RH,,SAFARILAND HOLSTER SUITS GLOCK,22 W/INSIGHT TECH M3 LIGHT RH,,781607533541,ADS,ADS,O,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,16:41 20-Mar-2019,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '104.335', 'ex_tax': '94.85', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '104.335', 'ex_tax': '94.85'}}",,,,"{'warehouse': '1', 'quantity': '12.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|ADS|ADS|ADS
557-832-412,SAFARILAND HOLSTER SUITS GLOCK 22 W/INSIGHT TECH M3 LIGHT LH,,SAFARILAND HOLSTER SUITS GLOCK,22 W/INSIGHT TECH M3 LIGHT LH,,781607533558,ADS,ADS,O,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,16:44 20-Mar-2019,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '104.335', 'ex_tax': '94.85', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '104.335', 'ex_tax': '94.85'}}",,,,"{'warehouse': '1', 'quantity': '3.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|ADS|ADS|ADS
ACDM60G2,"MaksyGo 60 Educational Tabletop Dobsonian Telescope, Blue",,MaksyGo 60 Educational,"Tabletop Dobsonian Telescope,",Blue,,ACUT,ACUTER,,1,,,0.0,,S,N,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,16:04 25-Sep-2024,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '167.882', 'ex_tax': '152.62', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '167.882', 'ex_tax': '152.62'}}","{'type': '**', 'note': 'catadioptric'}",,,"{'warehouse': '1', 'quantity': '0.0'}{'warehouse': '4', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",200_0|ACUT|ACUT|ACUTER
ACDM60G3,"MaksyGo 60 Educational Tabletop Dobsonian Telescope, Red",,MaksyGo 60 Educational,"Tabletop Dobsonian Telescope,",Red,,ACUT,ACUTER,,1,,,0.0,,S,N,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,16:05 25-Sep-2024,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '167.882', 'ex_tax': '152.62', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '167.882', 'ex_tax': '152.62'}}","{'type': '**', 'note': 'catadioptric'}",,,"{'warehouse': '1', 'quantity': '0.0'}{'warehouse': '4', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",200_0|ACUT|ACUT|ACUTER
ACVFM60T5,Fast Mak60 Maksutov-Cassegrain Telescope with Mini ALT-AZ Mount & T5 tripod,,Fast Mak60 Maksutov-Cassegrain,Telescope with Mini ALT-AZ,Mount & T5 tripod,,ACUT,ACUTER,,1,,,0.0,,S,N,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,16:05 25-Sep-2024,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '233.882', 'ex_tax': '212.62', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '233.882', 'ex_tax': '212.62'}}","{'type': '**', 'note': 'catadioptric'}",,,"{'warehouse': '1', 'quantity': '0.0'}{'warehouse': '4', 'quantity': '0.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",300_0|ACUT|ACUT|ACUTER
BC-41632,Handgun Cleaning Kit with & tips Birchwood Casey,,Handgun Cleaning Kit with,& tips,Birchwood Casey,029057416329,BIRC,BIRCHWOOD,O,1,,,0.0,,S,,,,,,,,,,0.0,0.0,0.0,0.0,,,True,True,EA,1.0,03:30 08-Mar-2025,10:04 09-Jul-2019,"{'debtor': '210326', 'breaks': [{'price_rule': '06', 'currency_code': '', 'inc_tax': '26.1855', 'ex_tax': '23.805', 'min_qty': 1, 'max_qty': None}], 'base_price': {'currency_code': '', 'inc_tax': '29.095', 'ex_tax': '26.45'}}",,,,"{'warehouse': '1', 'quantity': '2.0'}","{'code': 'CTN', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'EA', 'conv': '1.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}{'code': 'PLT', 'conv': '999999.0', 'gtin': '', 'weight': '0.0', 'height': '0.0', 'width': '0.0', 'depth': '0.0'}",100_0|cleaning-kits|BIRC|BIRC|birchwood-casey|BIRCHWOOD
